x   y   cp calc   cp theor pol   cp theor cart
-1.88083   -0.677142   0.541598   0.541499   0.541479
-1.8346   -0.793904   0.369736   0.369634   0.369717
-1.78113   -0.907533   0.17627   0.17617   0.176384
-1.72063   -1.01758   -0.0357499   -0.0358432   -0.03547
-1.65334   -1.12361   -0.262981   -0.263062   -0.262504
-1.57953   -1.22521   -0.501839   -0.501902   -0.501138
-1.49948   -1.32197   -0.748557   -0.748598   -0.747608
-1.41352   -1.41352   -0.999245   -0.999259   -0.998027
-1.32197   -1.49948   -1.24995   -1.24993   -1.24845
-1.22521   -1.57953   -1.49671   -1.49666   -1.49492
-1.12361   -1.65334   -1.73565   -1.73556   -1.73355
-1.01758   -1.72063   -1.96299   -1.96286   -1.96058
-0.907533   -1.78113   -2.17515   -2.17497   -2.17244
-0.793904   -1.8346   -2.36877   -2.36855   -2.36577
-0.677142   -1.88083   -2.54082   -2.54055   -2.53753
-0.557707   -1.91964   -2.68857   -2.68826   -2.68502
-0.436071   -1.95087   -2.80969   -2.80934   -2.8059
-0.312715   -1.9744   -2.90228   -2.90188   -2.89826
-0.188124   -1.99014   -2.96487   -2.96444   -2.96066
-0.0627905   -1.99803   -2.99648   -2.99601   -2.99211
0.0627905   -1.99803   -2.9966   -2.9961   -2.99211
0.188124   -1.99014   -2.96524   -2.96471   -2.96066
0.312715   -1.9744   -2.90289   -2.90234   -2.89826
0.436071   -1.95087   -2.81053   -2.80997   -2.8059
0.557707   -1.91964   -2.68963   -2.68905   -2.68502
0.677142   -1.88083   -2.54208   -2.5415   -2.53753
0.793904   -1.8346   -2.37021   -2.36963   -2.36577
0.907533   -1.78113   -2.17673   -2.17617   -2.17244
1.01758   -1.72063   -1.9647   -1.96416   -1.96058
1.12361   -1.65334   -1.73746   -1.73694   -1.73355
1.22521   -1.57953   -1.4986   -1.4981   -1.49492
1.32197   -1.49948   -1.25187   -1.2514   -1.24845
1.41352   -1.41352   -1.00117   -1.00074   -0.998027
1.49948   -1.32197   -0.750455   -0.750069   -0.747608
1.57953   -1.22521   -0.50368   -0.503338   -0.501138
1.65334   -1.12361   -0.264735   -0.26444   -0.262504
1.72063   -1.01758   -0.0373895   -0.0371423   -0.03547
1.78113   -0.907533   0.174771   0.174971   0.176384
1.8346   -0.793904   0.368401   0.368554   0.369717
1.88083   -0.677142   0.540446   0.540554   0.541479
1.91964   -0.557707   0.68819   0.688259   0.688963
1.95087   -0.436071   0.809305   0.809338   0.809842
1.9744   -0.312715   0.901877   0.901884   0.90221
1.99014   -0.188124   0.964444   0.964435   0.964609
1.99803   -0.0627905   0.996014   0.996007   0.996057
