x   y   cp calc   cp theor pol   cp theor cart
-1.94673   0.456602   0.791255   0.791424   0.791515
-1.96414   0.37468   0.859406   0.859553   0.859615
-1.97811   0.292102   0.914516   0.914639   0.914676
-1.98861   0.209011   0.9562   0.956295   0.956314
-1.99562   0.125553   0.984167   0.984229   0.984236
-1.99912   0.0418757   0.998223   0.998246   0.998246
-1.99912   -0.0418757   0.998286   0.998277   0.998246
-1.99562   -0.125553   0.984353   0.984322   0.984236
-1.98861   -0.209011   0.956494   0.956449   0.956314
-1.97811   -0.292102   0.914911   0.914853   0.914676
-1.96414   -0.37468   0.859895   0.859826   0.859615
-1.94673   -0.456602   0.791831   0.791753   0.791515
-1.9259   -0.537722   0.711198   0.711112   0.710855
-1.9017   -0.617898   0.618561   0.61847   0.618202
-1.87415   -0.696991   0.51457   0.514474   0.514203
-1.84332   -0.774861   0.399954   0.399856   0.39959
-1.80926   -0.851372   0.275516   0.275419   0.275166
-1.77202   -0.926389   0.14213   0.142036   0.141804
-1.73167   -0.999781   0.000730981   0.000641854   0.000438585
-1.68829   -1.07142   -0.147689   -0.147771   -0.147938
-1.64194   -1.14118   -0.302089   -0.302161   -0.302284
-1.59271   -1.20893   -0.461386   -0.461446   -0.461519
-1.54069   -1.27457   -0.624463   -0.624509   -0.624525
-1.48596   -1.33797   -0.790176   -0.790206   -0.790158
-1.42863   -1.39902   -0.957363   -0.957374   -0.957256
-1.36879   -1.45762   -1.12485   -1.12484   -1.12465
-1.30655   -1.51366   -1.29146   -1.29143   -1.29116
-1.24202   -1.56704   -1.45603   -1.45598   -1.45562
-1.17531   -1.61768   -1.61741   -1.61733   -1.61689
-1.10654   -1.66548   -1.77445   -1.77435   -1.77381
-1.03583   -1.71035   -1.92607   -1.92594   -1.92531
-0.963296   -1.75223   -2.07119   -2.07103   -2.07031
-0.889075   -1.79103   -2.2088   -2.20861   -2.20779
-0.813295   -1.82669   -2.33793   -2.33771   -2.3368
-0.736088   -1.85915   -2.45768   -2.45743   -2.45642
-0.657589   -1.88834   -2.56721   -2.56693   -2.56582
-0.577937   -1.91422   -2.66574   -2.66543   -2.66423
-0.497271   -1.93674   -2.7526   -2.75226   -2.75097
-0.415732   -1.95587   -2.82716   -2.82679   -2.82541
-0.333464   -1.97156   -2.8889   -2.88851   -2.88705
-0.250611   -1.98379   -2.9374   -2.93698   -2.93544
-0.167319   -1.99255   -2.97232   -2.97187   -2.97025
-0.0837329   -1.99781   -2.99339   -2.99292   -2.99123
-3.67761e-16   -1.99956   -3.00049   -3   -2.99825
0.0837329   -1.99781   -2.99356   -2.99305   -2.99123
0.167319   -1.99255   -2.97264   -2.97212   -2.97025
0.250611   -1.98379   -2.93789   -2.93735   -2.93544
0.333464   -1.97156   -2.88955   -2.889   -2.88705
0.415732   -1.95587   -2.82796   -2.82739   -2.82541
0.497271   -1.93674   -2.75354   -2.75297   -2.75097
0.577937   -1.91422   -2.66683   -2.66625   -2.66423
0.657589   -1.88834   -2.56843   -2.56785   -2.56582
0.736088   -1.85915   -2.45902   -2.45844   -2.45642
0.813295   -1.82669   -2.33939   -2.33881   -2.3368
0.889075   -1.79103   -2.21036   -2.20979   -2.20779
0.963296   -1.75223   -2.07284   -2.07228   -2.07031
1.03583   -1.71035   -1.92779   -1.92725   -1.92531
1.10654   -1.66548   -1.77625   -1.77571   -1.77381
1.17531   -1.61768   -1.61925   -1.61874   -1.61689
1.24202   -1.56704   -1.45792   -1.45742   -1.45562
1.30655   -1.51366   -1.29337   -1.2929   -1.29116
1.36879   -1.45762   -1.12677   -1.12632   -1.12465
1.42863   -1.39902   -0.959277   -0.958856   -0.957256
1.48596   -1.33797   -0.792073   -0.79168   -0.790158
1.54069   -1.27457   -0.626329   -0.625965   -0.624525
1.59271   -1.20893   -0.463207   -0.462874   -0.461519
1.64194   -1.14118   -0.303852   -0.303551   -0.302284
1.68829   -1.07142   -0.149382   -0.149112   -0.147938
1.73167   -0.999781   -0.000879412   -0.000641992   0.000438585
1.77202   -0.926389   0.140613   0.140818   0.141804
1.80926   -0.851372   0.274103   0.274277   0.275166
1.84332   -0.774861   0.398654   0.398797   0.39959
1.87415   -0.696991   0.513392   0.513506   0.514203
1.9017   -0.617898   0.617512   0.617598   0.618202
1.9259   -0.537722   0.710284   0.710344   0.710855
1.94673   -0.456602   0.791056   0.791094   0.791515
1.96414   -0.37468   0.859262   0.85928   0.859615
1.97811   -0.292102   0.914422   0.914425   0.914676
1.98861   -0.209011   0.956149   0.956141   0.956314
1.99562   -0.125553   0.984149   0.984136   0.984236
1.99912   -0.0418757   0.998221   0.998214   0.998246
