x   y   cp calc   cp theor pol   cp theor cart
-1.64549   1.1358   -0.291073   -0.29079   -0.290037
-1.69844   1.05497   -0.113891   -0.113617   -0.112967
-1.74743   0.971683   0.0550171   0.0552805   0.0558321
-1.79233   0.886124   0.214074   0.214325   0.214784
-1.83305   0.798496   0.361794   0.362032   0.362404
-1.86949   0.709003   0.496799   0.497021   0.497315
-1.90156   0.617854   0.617829   0.618034   0.618257
-1.92919   0.525261   0.723755   0.723939   0.724101
-1.95231   0.431442   0.813587   0.813749   0.813857
-1.97088   0.336616   0.886488   0.886624   0.88669
-1.98484   0.241003   0.941778   0.941884   0.941918
-1.99416   0.144827   0.978942   0.979013   0.979025
-1.99883   0.0483134   0.997639   0.997664   0.997666
-1.99883   -0.0483134   0.99771   0.9977   0.997666
-1.99416   -0.144827   0.979154   0.97912   0.979025
-1.98484   -0.241003   0.942111   0.942061   0.941918
-1.97088   -0.336616   0.886934   0.88687   0.88669
-1.95231   -0.431442   0.814137   0.814061   0.813857
-1.92919   -0.525261   0.724401   0.724315   0.724101
-1.90156   -0.617854   0.618563   0.61847   0.618257
-1.86949   -0.709003   0.49761   0.497513   0.497315
-1.83305   -0.798496   0.362673   0.362574   0.362404
-1.79233   -0.886124   0.215011   0.214914   0.214784
-1.74743   -0.971683   0.0560031   0.0559101   0.0558321
-1.69844   -1.05497   -0.112867   -0.112953   -0.112967
-1.64549   -1.1358   -0.290022   -0.290097   -0.290037
-1.58869   -1.21397   -0.473809   -0.47387   -0.473724
-1.52819   -1.28931   -0.662511   -0.662555   -0.662315
-1.46411   -1.36163   -0.854366   -0.854391   -0.854047
-1.39661   -1.43078   -1.04758   -1.04759   -1.04713
-1.32586   -1.49658   -1.24036   -1.24034   -1.23976
-1.252   -1.55889   -1.43089   -1.43084   -1.43015
-1.17523   -1.61756   -1.61741   -1.61733   -1.61651
-1.0957   -1.67245   -1.79816   -1.79805   -1.7971
-1.01362   -1.72344   -1.97146   -1.97132   -1.97023
-0.929175   -1.77039   -2.13569   -2.13552   -2.1343
-0.842556   -1.81322   -2.28933   -2.28912   -2.28776
-0.753969   -1.85181   -2.43092   -2.43068   -2.42919
-0.663622   -1.88607   -2.55916   -2.55888   -2.55727
-0.571724   -1.91593   -2.67284   -2.67253   -2.6708
-0.478492   -1.94132   -2.77091   -2.77057   -2.76871
-0.384141   -1.96217   -2.85245   -2.85207   -2.8501
-0.288894   -1.97843   -2.91669   -2.91628   -2.9142
-0.192971   -1.99008   -2.96304   -2.9626   -2.96043
-0.0965985   -1.99708   -2.99106   -2.99059   -2.98833
-3.67761e-16   -1.99942   -3.00049   -3   -2.99766
0.0965985   -1.99708   -2.99125   -2.99073   -2.98833
0.192971   -1.99008   -2.96341   -2.96288   -2.96043
0.288894   -1.97843   -2.91725   -2.9167   -2.9142
0.384141   -1.96217   -2.85319   -2.85263   -2.8501
0.478492   -1.94132   -2.77183   -2.77126   -2.76871
0.571724   -1.91593   -2.67392   -2.67335   -2.6708
0.663622   -1.88607   -2.56039   -2.55981   -2.55727
0.753969   -1.85181   -2.43229   -2.43172   -2.42919
0.842556   -1.81322   -2.29082   -2.29025   -2.28776
0.929175   -1.77039   -2.1373   -2.13674   -2.1343
1.01362   -1.72344   -1.97316   -1.97261   -1.97023
1.0957   -1.67245   -1.79994   -1.79941   -1.7971
1.17523   -1.61756   -1.61925   -1.61874   -1.61651
1.252   -1.55889   -1.43278   -1.43229   -1.43015
1.32586   -1.49658   -1.24227   -1.24181   -1.23976
1.39661   -1.43078   -1.0495   -1.04907   -1.04713
1.46411   -1.36163   -0.856274   -0.85587   -0.854047
1.52819   -1.28931   -0.664387   -0.664017   -0.662315
1.58869   -1.21397   -0.475636   -0.4753   -0.473724
1.64549   -1.1358   -0.291783   -0.291483   -0.290037
1.69844   -1.05497   -0.114544   -0.114281   -0.112967
1.74743   -0.971683   0.0544251   0.0546508   0.0558321
1.79233   -0.886124   0.213547   0.213736   0.214784
1.83305   -0.798496   0.361336   0.361489   0.362404
1.86949   -0.709003   0.496411   0.49653   0.497315
1.90156   -0.617854   0.617512   0.617598   0.618257
1.92919   -0.525261   0.723506   0.723563   0.724101
1.95231   -0.431442   0.813405   0.813436   0.813857
1.97088   -0.336616   0.886367   0.886377   0.88669
1.98484   -0.241003   0.941711   0.941706   0.941918
1.99416   -0.144827   0.978917   0.978906   0.979025
1.99883   -0.0483134   0.997635   0.997629   0.997666
