x   y   cp calc   cp theor pol   cp theor cart
1.95106   0.309017   0.902192   0.902113   0.904508
1.76007   0.896802   0.175644   0.175571   0.195746
1.3968   1.3968   -0.999977   -1   -0.951057
0.896802   1.76007   -2.17564   -2.17557   -2.09786
0.309017   1.95106   -2.90229   -2.90211   -2.80662
-0.309017   1.95106   -2.90238   -2.90211   -2.80662
-0.896802   1.76007   -2.17589   -2.17557   -2.09786
-1.3968   1.3968   -1.00032   -1   -0.951057
-1.76007   0.896802   0.175304   0.175571   0.195746
-1.95106   0.309017   0.901996   0.902113   0.904508
-1.95106   -0.309017   0.902383   0.902342   0.904508
-1.76007   -0.896802   0.176324   0.17617   0.195746
-1.3968   -1.3968   -0.999153   -0.999259   -0.951057
-0.896802   -1.76007   -2.17504   -2.17497   -2.09786
-0.309017   -1.95106   -2.90218   -2.90188   -2.80662
0.309017   -1.95106   -2.90282   -2.90234   -2.80662
0.896802   -1.76007   -2.1767   -2.17617   -2.09786
1.3968   -1.3968   -1.00117   -1.00074   -0.951057
1.76007   -0.896802   0.174755   0.174971   0.195746
1.95106   -0.309017   0.901851   0.901884   0.904508
