x   y   cp calc   cp theor pol   cp theor cart
-1.712   -1.03237   -0.0659195   -0.0660099   -0.0657955
-1.65027   -1.12843   -0.273615   -0.273694   -0.273345
-1.58316   -1.2208   -0.490784   -0.490846   -0.490347
-1.51088   -1.30919   -0.714594   -0.714637   -0.713972
-1.43368   -1.39331   -0.942128   -0.942147   -0.941304
-1.3518   -1.47288   -1.17042   -1.17041   -1.16938
-1.26551   -1.54765   -1.39649   -1.39645   -1.39523
-1.17509   -1.61737   -1.6174   -1.61733   -1.6159
-1.08084   -1.68182   -1.83027   -1.83016   -1.82852
-0.983065   -1.74078   -2.03231   -2.03216   -2.03032
-0.882082   -1.79406   -2.2209   -2.22071   -2.21867
-0.778223   -1.8415   -2.39357   -2.39334   -2.39111
-0.671825   -1.88292   -2.54808   -2.54781   -2.54539
-0.563235   -1.9182   -2.68242   -2.68211   -2.6795
-0.452809   -1.94723   -2.79482   -2.79447   -2.7917
-0.340905   -1.9699   -2.88383   -2.88344   -2.88052
-0.22789   -1.98615   -2.94828   -2.94786   -2.9448
-0.114131   -1.99592   -2.98734   -2.98688   -2.98371
-3.67761e-16   -1.99918   -3.00049   -3   -2.99674
0.114131   -1.99592   -2.98756   -2.98705   -2.98371
0.22789   -1.98615   -2.94873   -2.94819   -2.9448
0.340905   -1.9699   -2.88449   -2.88394   -2.88052
0.452809   -1.94723   -2.79569   -2.79512   -2.7917
0.563235   -1.9182   -2.68348   -2.68291   -2.6795
0.671825   -1.88292   -2.54933   -2.54875   -2.54539
0.778223   -1.8415   -2.39498   -2.39441   -2.39111
0.882082   -1.79406   -2.22245   -2.22188   -2.21867
0.983065   -1.74078   -2.03398   -2.03343   -2.03032
1.08084   -1.68182   -1.83204   -1.8315   -1.82852
1.17509   -1.61737   -1.61925   -1.61874   -1.6159
1.26551   -1.54765   -1.39839   -1.39791   -1.39523
1.3518   -1.47288   -1.17234   -1.17189   -1.16938
1.43368   -1.39331   -0.944048   -0.943629   -0.941304
1.51088   -1.30919   -0.716484   -0.716104   -0.713972
1.58316   -1.2208   -0.49262   -0.49228   -0.490347
1.65027   -1.12843   -0.275372   -0.275075   -0.273345
1.712   -1.03237   -0.0675743   -0.067321   -0.0657955
1.76814   -0.932954   0.128065   0.128274   0.129597
1.81852   -0.830491   0.308994   0.309161   0.310284
1.86297   -0.725319   0.472855   0.472981   0.473912
1.90134   -0.617782   0.617511   0.617598   0.618345
1.9335   -0.508229   0.741075   0.741128   0.741703
1.95937   -0.397019   0.841935   0.841959   0.842376
1.97884   -0.284514   0.918775   0.918777   0.919052
1.99185   -0.17108   0.970591   0.970581   0.970732
1.99837   -0.0570888   0.996703   0.996696   0.996741
