x   y   cp calc   cp theor pol   cp theor cart
-0.567836   -1.91698   -2.67725   -2.67694   -2.67482
-0.466731   -1.94407   -2.78202   -2.78168   -2.77942
-0.364346   -1.96584   -2.86728   -2.8669   -2.86451
-0.260963   -1.98221   -2.93208   -2.93166   -2.92916
-0.156864   -1.99315   -2.97571   -2.97526   -2.97265
-0.052336   -1.99863   -2.9977   -2.99722   -2.99452
0.052336   -1.99863   -2.9978   -2.9973   -2.99452
0.156864   -1.99315   -2.97602   -2.97549   -2.97265
0.260963   -1.98221   -2.93259   -2.93204   -2.92916
0.364346   -1.96584   -2.86798   -2.86743   -2.86451
0.466731   -1.94407   -2.78292   -2.78235   -2.77942
0.567836   -1.91698   -2.67832   -2.67774   -2.67482
0.667385   -1.88464   -2.55534   -2.55476   -2.55186
0.765105   -1.84713   -2.41531   -2.41474   -2.41187
0.860727   -1.80455   -2.25979   -2.25922   -2.25641
0.95399   -1.75703   -2.09046   -2.0899   -2.08716
1.04464   -1.7047   -1.90919   -1.90864   -1.90599
1.13242   -1.64769   -1.71795   -1.71743   -1.71487
1.21711   -1.58616   -1.51886   -1.51835   -1.51591
1.29845   -1.52029   -1.31408   -1.3136   -1.31128
1.37624   -1.45025   -1.10586   -1.10541   -1.10323
1.45025   -1.37624   -0.896479   -0.896068   -0.894029
1.52029   -1.29845   -0.688238   -0.687863   -0.685975
1.58616   -1.21711   -0.483415   -0.483078   -0.481346
1.64769   -1.13242   -0.284254   -0.283956   -0.282385
1.7047   -1.04464   -0.0929379   -0.0926795   -0.0912707
1.75703   -0.95399   0.0884381   0.0886563   0.0899021
1.80455   -0.860727   0.257886   0.258065   0.259149
1.84713   -0.765105   0.413549   0.413689   0.414615
1.88464   -0.667385   0.553721   0.553825   0.554597
1.91698   -0.567836   0.676867   0.676937   0.677562
1.94407   -0.466731   0.781636   0.781676   0.782162
1.96584   -0.364346   0.866879   0.866895   0.867252
1.98221   -0.260963   0.931661   0.93166   0.931898
1.99315   -0.156864   0.975272   0.975261   0.975394
1.99863   -0.052336   0.997227   0.99722   0.997261
