x   y   cp calc   cp theor pol   cp theor cart
-1.96296   0.38156   0.854219   0.854368   0.854412
-1.97508   0.312821   0.901984   0.902113   0.902143
-1.98479   0.243702   0.940484   0.940591   0.94061
-1.99209   0.174285   0.969533   0.969616   0.969625
-1.99695   0.104656   0.98899   0.989044   0.989047
-1.99939   0.0348995   0.998762   0.998782   0.998782
-1.99939   -0.0348995   0.998815   0.998807   0.998782
-1.99695   -0.104656   0.989147   0.989121   0.989047
-1.99209   -0.174285   0.969783   0.969744   0.969625
-1.98479   -0.243702   0.940821   0.940771   0.94061
-1.97508   -0.312821   0.902402   0.902342   0.902143
-1.96296   -0.38156   0.854714   0.854645   0.854412
-1.94844   -0.449834   0.79799   0.797913   0.79765
-1.93156   -0.517559   0.732504   0.732421   0.732132
-1.91232   -0.584654   0.658578   0.65849   0.658179
-1.89075   -0.651037   0.57657   0.576478   0.576151
-1.86688   -0.716627   0.48688   0.486786   0.486446
-1.84073   -0.781343   0.389946   0.38985   0.389503
-1.81234   -0.845108   0.286238   0.286143   0.285793
-1.78174   -0.907843   0.176263   0.17617   0.175822
-1.74897   -0.969472   0.0605567   0.0604671   0.0601249
-1.71407   -1.02992   -0.0603181   -0.0604025   -0.0607337
-1.67709   -1.08911   -0.185772   -0.18585   -0.186165
-1.63805   -1.14698   -0.315194   -0.315263   -0.315559
-1.59703   -1.20345   -0.447954   -0.448013   -0.448284
-1.55406   -1.25845   -0.583404   -0.583452   -0.583694
-1.50919   -1.31192   -0.720885   -0.72092   -0.721129
-1.46248   -1.36379   -0.859728   -0.859748   -0.85992
-1.414   -1.414   -0.999255   -0.999259   -0.999391
-1.36379   -1.46248   -1.13879   -1.13877   -1.13886
-1.31192   -1.50919   -1.27764   -1.27761   -1.27765
-1.25845   -1.55406   -1.41515   -1.4151   -1.41509
-1.20345   -1.59703   -1.55063   -1.55056   -1.5505
-1.14698   -1.63805   -1.68344   -1.68334   -1.68322
-1.08911   -1.67709   -1.81291   -1.8128   -1.81262
-1.02992   -1.71407   -1.93843   -1.93829   -1.93805
-0.969472   -1.74897   -2.05937   -2.05921   -2.05891
-0.907843   -1.78174   -2.17516   -2.17497   -2.1746
-0.845108   -1.81234   -2.28522   -2.28501   -2.28457
-0.781343   -1.84073   -2.38902   -2.38878   -2.38828
-0.716627   -1.86688   -2.48606   -2.48579   -2.48523
-0.651037   -1.89075   -2.57585   -2.57557   -2.57493
-0.584654   -1.91232   -2.65797   -2.65766   -2.65696
-0.517559   -1.93156   -2.73202   -2.73168   -2.73091
-0.449834   -1.94844   -2.79762   -2.79726   -2.79643
-0.38156   -1.96296   -2.85447   -2.85409   -2.85319
-0.312821   -1.97508   -2.90229   -2.90188   -2.90092
-0.243702   -1.98479   -2.94084   -2.94041   -2.93939
-0.174285   -1.99209   -2.96993   -2.96949   -2.96841
-0.104656   -1.99695   -2.98943   -2.98897   -2.98783
-0.0348995   -1.99939   -2.99924   -2.99876   -2.99756
0.0348995   -1.99939   -2.99931   -2.99881   -2.99756
0.104656   -1.99695   -2.98964   -2.98912   -2.98783
0.174285   -1.99209   -2.97028   -2.96974   -2.96841
0.243702   -1.98479   -2.94131   -2.94077   -2.93939
0.312821   -1.97508   -2.9029   -2.90234   -2.90092
0.38156   -1.96296   -2.85521   -2.85465   -2.85319
0.449834   -1.94844   -2.79848   -2.79791   -2.79643
0.517559   -1.93156   -2.733   -2.73242   -2.73091
0.584654   -1.91232   -2.65907   -2.65849   -2.65696
0.651037   -1.89075   -2.57706   -2.57648   -2.57493
0.716627   -1.86688   -2.48737   -2.48679   -2.48523
0.781343   -1.84073   -2.39043   -2.38985   -2.38828
0.845108   -1.81234   -2.28672   -2.28614   -2.28457
0.907843   -1.78174   -2.17674   -2.17617   -2.1746
0.969472   -1.74897   -2.06102   -2.06047   -2.05891
1.02992   -1.71407   -1.94014   -1.9396   -1.93805
1.08911   -1.67709   -1.81469   -1.81415   -1.81262
1.14698   -1.63805   -1.68526   -1.68474   -1.68322
1.20345   -1.59703   -1.55249   -1.55199   -1.5505
1.25845   -1.55406   -1.41704   -1.41655   -1.41509
1.31192   -1.50919   -1.27955   -1.27908   -1.27765
1.36379   -1.46248   -1.1407   -1.14025   -1.13886
1.414   -1.414   -1.00117   -1.00074   -0.999391
1.46248   -1.36379   -0.861631   -0.861226   -0.85992
1.50919   -1.31192   -0.722768   -0.722388   -0.721129
1.55406   -1.25845   -0.585257   -0.584902   -0.583694
1.59703   -1.20345   -0.449768   -0.449438   -0.448284
1.63805   -1.14698   -0.31696   -0.316656   -0.315559
1.67709   -1.08911   -0.187481   -0.187204   -0.186165
1.71407   -1.02992   -0.0619616   -0.0617114   -0.0607337
1.74897   -0.969472   0.0589864   0.0592099   0.0601249
1.78174   -0.907843   0.174774   0.174971   0.175822
1.81234   -0.845108   0.284837   0.285007   0.285793
1.84073   -0.781343   0.388639   0.388783   0.389503
1.86688   -0.716627   0.485673   0.485794   0.486446
1.89075   -0.651037   0.575469   0.575565   0.576151
1.91232   -0.584654   0.657586   0.657661   0.658179
1.93156   -0.517559   0.731626   0.73168   0.732132
1.94844   -0.449834   0.797228   0.797263   0.79765
1.96296   -0.38156   0.854071   0.85409   0.854412
1.97508   -0.312821   0.901879   0.901884   0.902143
1.98479   -0.243702   0.940417   0.940412   0.94061
1.99209   -0.174285   0.969498   0.969487   0.969625
1.99695   -0.104656   0.988979   0.988966   0.989047
1.99939   -0.0348995   0.998762   0.998756   0.998782
