10		0.00156912
20		0.00152984
30		0.00151502
40		0.00150727
50		0.00150251
60		0.00149929
70		0.00149697
80		0.00149521
90		0.00149384
100		0.00149274
110		0.00149183
120		0.00149108
130		0.00149044
140		0.00148989
150		0.00148941
160		0.00148899
170		0.00148862
180		0.00148829
190		0.00148799
200		0.00148773

