x   y   cp calc   cp theor pol   cp theor cart
1.6804   -1.08392   -0.176238   -0.175963   -0.174886
1.71931   -1.02109   -0.0438742   -0.0436278   -0.0426207
1.75586   -0.95686   0.0832657   0.0834838   0.0844195
1.79002   -0.891324   0.204488   0.204678   0.205541
1.82173   -0.824572   0.31913   0.319292   0.320081
1.85096   -0.756693   0.426565   0.426701   0.427416
1.87766   -0.68778   0.526208   0.526318   0.526958
1.90179   -0.617928   0.617513   0.617598   0.618164
1.92332   -0.547233   0.699981   0.700044   0.700537
1.94223   -0.475789   0.773163   0.773205   0.773625
1.95849   -0.403696   0.836657   0.836681   0.83703
1.97206   -0.331051   0.890117   0.890125   0.890405
1.98295   -0.257954   0.93325   0.933247   0.93346
1.99113   -0.184505   0.965821   0.96581   0.965958
1.99659   -0.110804   0.987649   0.987636   0.987722
1.99932   -0.0369515   0.998613   0.998607   0.998635
