x   y   cp calc   cp theor pol   cp theor cart
-0.401078   1.95886   -2.83931   -2.83906   -2.83712
-0.488558   1.93889   -2.76146   -2.76119   -2.7593
-0.575054   1.91502   -2.66942   -2.66915   -2.6673
-0.660392   1.88729   -2.56394   -2.56366   -2.56187
-0.7444   1.85576   -2.44588   -2.44559   -2.44385
-0.826909   1.8205   -2.31617   -2.31588   -2.31421
-0.907752   1.78156   -2.17587   -2.17557   -2.17397
-0.986768   1.73904   -2.0261   -2.0258   -2.02428
-1.0638   1.69302   -1.86807   -1.86777   -1.86632
-1.13868   1.64359   -1.70305   -1.70275   -1.70139
-1.21128   1.59085   -1.53238   -1.53207   -1.5308
-1.28143   1.5349   -1.35742   -1.35711   -1.35593
-1.349   1.47587   -1.17958   -1.17928   -1.17818
-1.41386   1.41386   -1.0003   -1   -0.998993
-1.47587   1.349   -0.821021   -0.820721   -0.819805
-1.5349   1.28143   -0.643181   -0.642886   -0.642059
-1.59085   1.21128   -0.468216   -0.467926   -0.467187
-1.64359   1.13868   -0.297533   -0.29725   -0.296597
-1.69302   1.0638   -0.132507   -0.132233   -0.131662
-1.73904   0.986768   0.0255334   0.0257986   0.026289
-1.78156   0.907752   0.175316   0.175571   0.175986
-1.8205   0.826909   0.315635   0.315877   0.316222
-1.85576   0.7444   0.445361   0.44559   0.445869
-1.88729   0.660392   0.56345   0.563663   0.563883
-1.91502   0.575054   0.668951   0.669147   0.669313
-1.93889   0.488558   0.761015   0.761191   0.761311
-1.95886   0.401078   0.838902   0.839056   0.839137
-1.97488   0.31279   0.901984   0.902113   0.902162
-1.98692   0.223873   0.949756   0.949856   0.949881
-1.99497   0.134504   0.981833   0.9819   0.981909
-1.99899   0.0448648   0.997962   0.997986   0.997987
-1.99899   -0.0448648   0.998029   0.998019   0.997987
-1.99497   -0.134504   0.982031   0.981999   0.981909
-1.98692   -0.223873   0.950068   0.950021   0.949881
-1.97488   -0.31279   0.902403   0.902342   0.902162
-1.95886   -0.401078   0.839419   0.839347   0.839137
-1.93889   -0.488558   0.761624   0.761542   0.761311
-1.91502   -0.575054   0.669644   0.669555   0.669313
-1.88729   -0.660392   0.56422   0.564125   0.563883
-1.85576   -0.7444   0.446199   0.446102   0.445869
-1.8205   -0.826909   0.316534   0.316436   0.316222
-1.78156   -0.907752   0.176266   0.17617   0.175986
-1.73904   -0.986768   0.0265258   0.0264348   0.026289
-1.69302   -1.0638   -0.131481   -0.131565   -0.131662
-1.64359   -1.13868   -0.296483   -0.296556   -0.296597
-1.59085   -1.21128   -0.467151   -0.467212   -0.467187
-1.5349   -1.28143   -0.642111   -0.642157   -0.642059
-1.47587   -1.349   -0.819955   -0.819983   -0.819805
-1.41386   -1.41386   -0.999251   -0.999259   -0.998993
-1.349   -1.47587   -1.17855   -1.17854   -1.17818
-1.28143   -1.5349   -1.35642   -1.35638   -1.35593
-1.21128   -1.59085   -1.53142   -1.53136   -1.5308
-1.13868   -1.64359   -1.70215   -1.70206   -1.70139
-1.0638   -1.69302   -1.86722   -1.8671   -1.86632
-0.986768   -1.73904   -2.02531   -2.02516   -2.02428
-0.907752   -1.78156   -2.17515   -2.17497   -2.17397
-0.826909   -1.8205   -2.31553   -2.31532   -2.31421
-0.7444   -1.85576   -2.44532   -2.44508   -2.44385
-0.660392   -1.88729   -2.56348   -2.5632   -2.56187
-0.575054   -1.91502   -2.66905   -2.66874   -2.6673
-0.488558   -1.93889   -2.76118   -2.76084   -2.7593
-0.401078   -1.95886   -2.83914   -2.83876   -2.83712
-0.31279   -1.97488   -2.90229   -2.90188   -2.90015
-0.223873   -1.98692   -2.95012   -2.94969   -2.94787
-0.134504   -1.99497   -2.98226   -2.9818   -2.97989
-0.0448648   -1.99899   -2.99843   -2.99795   -2.99597
0.0448648   -1.99899   -2.99852   -2.99802   -2.99597
0.134504   -1.99497   -2.98252   -2.982   -2.97989
0.223873   -1.98692   -2.95056   -2.95002   -2.94787
0.31279   -1.97488   -2.90289   -2.90234   -2.90015
0.401078   -1.95886   -2.83991   -2.83935   -2.83712
0.488558   -1.93889   -2.76211   -2.76154   -2.7593
0.575054   -1.91502   -2.67013   -2.66955   -2.6673
0.660392   -1.88729   -2.5647   -2.56413   -2.56187
0.7444   -1.85576   -2.44668   -2.4461   -2.44385
0.826909   -1.8205   -2.31701   -2.31644   -2.31421
0.907752   -1.78156   -2.17674   -2.17617   -2.17397
0.986768   -1.73904   -2.02699   -2.02643   -2.02428
1.0638   -1.69302   -1.86898   -1.86844   -1.86632
1.13868   -1.64359   -1.70397   -1.70344   -1.70139
1.21128   -1.59085   -1.53329   -1.53279   -1.5308
1.28143   -1.5349   -1.35832   -1.35784   -1.35593
1.349   -1.47587   -1.18047   -1.18002   -1.17818
1.41386   -1.41386   -1.00117   -1.00074   -0.998993
1.47587   -1.349   -0.821857   -0.82146   -0.819805
1.5349   -1.28143   -0.643982   -0.643616   -0.642059
1.59085   -1.21128   -0.468975   -0.468641   -0.467187
1.64359   -1.13868   -0.298245   -0.297944   -0.296597
1.69302   -1.0638   -0.133167   -0.1329   -0.131662
1.73904   -0.986768   0.0249302   0.0251622   0.026289
1.78156   -0.907752   0.174773   0.174971   0.175986
1.8205   -0.826909   0.315155   0.315319   0.316222
1.85576   -0.7444   0.444946   0.445077   0.445869
1.88729   -0.660392   0.5631   0.563201   0.563883
1.91502   -0.575054   0.668666   0.668738   0.669313
1.93889   -0.488558   0.760793   0.76084   0.761311
1.95886   -0.401078   0.83874   0.838764   0.839137
1.97488   -0.31279   0.901878   0.901884   0.902162
1.98692   -0.223873   0.949697   0.949691   0.949881
1.99497   -0.134504   0.981812   0.9818   0.981909
1.99899   -0.0448648   0.997959   0.997953   0.997987
