x   y   cp calc   cp theor pol   cp theor cart
-1.9929   -0.165136   0.972882   0.972844   0.97273
-1.98635   -0.230938   0.946871   0.946823   0.946668
-1.97763   -0.296487   0.912346   0.912289   0.912096
-1.96674   -0.361712   0.869459   0.869393   0.869165
-1.95371   -0.426541   0.818396   0.818322   0.818063
-1.93854   -0.490904   0.759381   0.7593   0.759013
-1.92124   -0.55473   0.692671   0.692585   0.692275
-1.90185   -0.61795   0.61856   0.61847   0.618138
-1.88038   -0.680493   0.53737   0.537276   0.536929
-1.85685   -0.742293   0.449456   0.449361   0.449001
-1.8313   -0.803281   0.355204   0.355108   0.35474
-1.80374   -0.863391   0.255024   0.25493   0.254557
-1.7742   -0.922556   0.149356   0.149264   0.14889
-1.74273   -0.980713   0.038661   0.0385727   0.0382021
-1.70935   -1.0378   -0.076577   -0.0766601   -0.0770232
-1.6741   -1.09375   -0.195854   -0.19593   -0.196282
-1.63703   -1.1485   -0.318648   -0.318717   -0.319053
-1.59816   -1.202   -0.444423   -0.444482   -0.444799
-1.55754   -1.25418   -0.572629   -0.572677   -0.572971
-1.51522   -1.30499   -0.702704   -0.70274   -0.703007
-1.47125   -1.35438   -0.834081   -0.834103   -0.83434
-1.42566   -1.40228   -0.966184   -0.966191   -0.966394
-1.37852   -1.44865   -1.09844   -1.09843   -1.09859
-1.32987   -1.49344   -1.23026   -1.23023   -1.23036
-1.27976   -1.53659   -1.36108   -1.36103   -1.36112
-1.22826   -1.57807   -1.49032   -1.49025   -1.49029
-1.17541   -1.61781   -1.61741   -1.61733   -1.61732
-1.12128   -1.65579   -1.74181   -1.74171   -1.74164
-1.06592   -1.69196   -1.86297   -1.86284   -1.86273
-1.00939   -1.72628   -1.98035   -1.9802   -1.98003
-0.951765   -1.75871   -2.09345   -2.09328   -2.09305
-0.893096   -1.78921   -2.20176   -2.20157   -2.20129
-0.83345   -1.81776   -2.30483   -2.30461   -2.30427
-0.772893   -1.84433   -2.40219   -2.40195   -2.40154
-0.71149   -1.86887   -2.49341   -2.49315   -2.49269
-0.64931   -1.89138   -2.57811   -2.57783   -2.5773
-0.58642   -1.91181   -2.65591   -2.6556   -2.65502
-0.522888   -1.93015   -2.72647   -2.72614   -2.72549
-0.458785   -1.94639   -2.78948   -2.78913   -2.78842
-0.39418   -1.96049   -2.84467   -2.84429   -2.84353
-0.329144   -1.97245   -2.89179   -2.89139   -2.89057
-0.263748   -1.98226   -2.93065   -2.93022   -2.92934
-0.198064   -1.98989   -2.96105   -2.96061   -2.95968
-0.132163   -1.99535   -2.98289   -2.98243   -2.98144
-0.0661177   -1.99863   -2.99606   -2.99558   -2.99453
-3.64292e-16   -1.99973   -3.00049   -3   -2.99891
0.0661177   -1.99863   -2.99619   -2.99568   -2.99453
0.132163   -1.99535   -2.98315   -2.98263   -2.98144
0.198064   -1.98989   -2.96144   -2.96091   -2.95968
0.263748   -1.98226   -2.93116   -2.93061   -2.92934
0.329144   -1.97245   -2.89243   -2.89188   -2.89057
0.39418   -1.96049   -2.84543   -2.84487   -2.84353
0.458785   -1.94639   -2.79036   -2.78979   -2.78842
0.522888   -1.93015   -2.72746   -2.72689   -2.72549
0.58642   -1.91181   -2.65701   -2.65643   -2.65502
0.64931   -1.89138   -2.57932   -2.57874   -2.5773
0.71149   -1.86887   -2.49472   -2.49414   -2.49269
0.772893   -1.84433   -2.40358   -2.403   -2.40154
0.83345   -1.81776   -2.30631   -2.30573   -2.30427
0.893096   -1.78921   -2.20332   -2.20275   -2.20129
0.951765   -1.75871   -2.09508   -2.09452   -2.09305
1.00939   -1.72628   -1.98204   -1.98149   -1.98003
1.06592   -1.69196   -1.86472   -1.86418   -1.86273
1.12128   -1.65579   -1.74361   -1.74308   -1.74164
1.17541   -1.61781   -1.61925   -1.61874   -1.61732
1.22826   -1.57807   -1.49219   -1.49169   -1.49029
1.27976   -1.53659   -1.36297   -1.36249   -1.36112
1.32987   -1.49344   -1.23217   -1.23171   -1.23036
1.37852   -1.44865   -1.10035   -1.09991   -1.09859
1.42566   -1.40228   -0.968095   -0.967673   -0.966394
1.47125   -1.35438   -0.83598   -0.83558   -0.83434
1.51522   -1.30499   -0.704583   -0.704206   -0.703007
1.55754   -1.25418   -0.574478   -0.574125   -0.572971
1.59816   -1.202   -0.446235   -0.445906   -0.444799
1.63703   -1.1485   -0.320415   -0.320111   -0.319053
1.6741   -1.09375   -0.197567   -0.197288   -0.196282
1.70935   -1.0378   -0.078229   -0.0779754   -0.0770232
1.74273   -0.980713   0.0370773   0.0373055   0.0382021
1.7742   -0.922556   0.147848   0.14805   0.14889
1.80374   -0.863391   0.253597   0.253775   0.254557
1.8313   -0.803281   0.353864   0.354018   0.35474
1.85685   -0.742293   0.44821   0.448339   0.449001
1.88038   -0.680493   0.536221   0.536328   0.536929
1.90185   -0.61795   0.617513   0.617598   0.618138
1.92124   -0.55473   0.691731   0.691795   0.692275
1.93854   -0.490904   0.758549   0.758595   0.759013
1.95371   -0.426541   0.817675   0.817704   0.818063
1.96674   -0.361712   0.868851   0.868865   0.869165
1.97763   -0.296487   0.911852   0.911854   0.912096
1.98635   -0.230938   0.94649   0.946483   0.946668
1.9929   -0.165136   0.972613   0.9726   0.97273
1.99727   -0.099154   0.990105   0.990092   0.990168
1.99945   -0.0330634   0.998888   0.998882   0.998907
