x   y   cp calc   cp theor pol   cp theor cart
-0.765272   1.84753   -2.4145   -2.41421   -2.41337
-0.822927   1.82258   -2.32291   -2.32262   -2.3218
-0.87977   1.79583   -2.22611   -2.22581   -2.22502
-0.935744   1.76731   -2.12446   -2.12417   -2.1234
-0.990795   1.73705   -2.01838   -2.01808   -2.01734
-1.04487   1.70507   -1.90828   -1.90798   -1.90726
-1.09791   1.67141   -1.7946   -1.7943   -1.79361
-1.14987   1.6361   -1.67778   -1.67748   -1.67682
-1.20069   1.59917   -1.55829   -1.55798   -1.55735
-1.25033   1.56067   -1.43659   -1.43629   -1.43569
-1.29874   1.52062   -1.31317   -1.31287   -1.3123
-1.34586   1.47908   -1.18852   -1.18822   -1.18768
-1.39165   1.43608   -1.06312   -1.06282   -1.06231
-1.43608   1.39165   -0.937479   -0.937178   -0.936701
-1.47908   1.34586   -0.812082   -0.811783   -0.811336
-1.52062   1.29874   -0.687426   -0.687131   -0.686715
-1.56067   1.25033   -0.564005   -0.563714   -0.563328
-1.59917   1.20069   -0.442305   -0.442018   -0.441662
-1.6361   1.14987   -0.322807   -0.322524   -0.322198
-1.67141   1.09791   -0.205982   -0.205704   -0.205407
-1.70507   1.04487   -0.0922906   -0.092019   -0.0917496
-1.73705   0.990795   0.0178178   0.0180828   0.0183251
-1.76731   0.935744   0.123909   0.124167   0.124383
-1.79583   0.87977   0.225564   0.225814   0.226005
-1.82258   0.822927   0.322383   0.322624   0.322791
-1.84753   0.765272   0.413982   0.414214   0.414358
-1.87066   0.706862   0.500001   0.500222   0.500345
-1.89194   0.647755   0.5801   0.58031   0.580414
-1.91135   0.588008   0.653963   0.654161   0.654246
-1.92888   0.527681   0.721299   0.721484   0.721553
-1.9445   0.466833   0.781842   0.782013   0.782067
-1.9582   0.405525   0.835354   0.835509   0.83555
-1.96998   0.343816   0.881623   0.881762   0.881791
-1.9798   0.281768   0.920468   0.920587   0.920607
-1.98768   0.219442   0.951734   0.951834   0.951845
-1.99359   0.156899   0.975301   0.975377   0.975383
-1.99753   0.0942013   0.991074   0.991124   0.991126
-1.99951   0.0314108   0.998995   0.999013   0.999013
-1.99951   -0.0314108   0.999044   0.999036   0.999013
-1.99753   -0.0942013   0.991218   0.991194   0.991126
-1.99359   -0.156899   0.975528   0.975492   0.975383
-1.98768   -0.219442   0.952041   0.951995   0.951845
-1.9798   -0.281768   0.920849   0.920794   0.920607
-1.96998   -0.343816   0.882076   0.882012   0.881791
-1.9582   -0.405525   0.835875   0.835804   0.83555
-1.9445   -0.466833   0.782427   0.782349   0.782067
-1.92888   -0.527681   0.721945   0.721861   0.721553
-1.91135   -0.588008   0.654666   0.654578   0.654246
-1.89194   -0.647755   0.580856   0.580764   0.580414
-1.87066   -0.706862   0.500806   0.500712   0.500345
-1.84753   -0.765272   0.414833   0.414738   0.414358
-1.82258   -0.822927   0.323275   0.32318   0.322791
-1.79583   -0.87977   0.226493   0.2264   0.226005
-1.76731   -0.935744   0.124871   0.12478   0.124383
-1.73705   -0.990795   0.0188078   0.0187208   0.0183251
-1.70507   -1.04487   -0.0912768   -0.0913586   -0.0917496
-1.67141   -1.09791   -0.204949   -0.205024   -0.205407
-1.6361   -1.14987   -0.321759   -0.321827   -0.322198
-1.59917   -1.20069   -0.441248   -0.441306   -0.441662
-1.56067   -1.25033   -0.562942   -0.56299   -0.563328
-1.52062   -1.29874   -0.686362   -0.686399   -0.686715
-1.47908   -1.34586   -0.811022   -0.811045   -0.811336
-1.43608   -1.39165   -0.936428   -0.936438   -0.936701
-1.39165   -1.43608   -1.06209   -1.06208   -1.06231
-1.34586   -1.47908   -1.1875   -1.18748   -1.18768
-1.29874   -1.52062   -1.31217   -1.31214   -1.3123
-1.25033   -1.56067   -1.43562   -1.43556   -1.43569
-1.20069   -1.59917   -1.55734   -1.55727   -1.55735
-1.14987   -1.6361   -1.67687   -1.67678   -1.67682
-1.09791   -1.67141   -1.79373   -1.79362   -1.79361
-1.04487   -1.70507   -1.90746   -1.90732   -1.90726
-0.990795   -1.73705   -2.0176   -2.01744   -2.01734
-0.935744   -1.76731   -2.12373   -2.12355   -2.1234
-0.87977   -1.79583   -2.22543   -2.22523   -2.22502
-0.822927   -1.82258   -2.32229   -2.32207   -2.3218
-0.765272   -1.84753   -2.41393   -2.41369   -2.41337
-0.706862   -1.87066   -2.5   -2.49973   -2.49936
-0.647755   -1.89194   -2.58014   -2.57986   -2.57943
-0.588008   -1.91135   -2.65406   -2.65374   -2.65326
-0.527681   -1.92888   -2.72144   -2.72111   -2.72057
-0.466833   -1.9445   -2.78203   -2.78168   -2.78108
-0.405525   -1.9582   -2.83559   -2.83521   -2.83456
-0.343816   -1.96998   -2.88191   -2.88151   -2.8808
-0.281768   -1.9798   -2.9208   -2.92038   -2.91962
-0.219442   -1.98768   -2.95211   -2.95167   -2.95086
-0.156899   -1.99359   -2.97571   -2.97526   -2.9744
-0.0942013   -1.99753   -2.99152   -2.99105   -2.99014
-0.0314108   -1.99951   -2.99948   -2.99899   -2.99803
0.0314108   -1.99951   -2.99954   -2.99904   -2.99803
0.0942013   -1.99753   -2.99171   -2.99119   -2.99014
0.156899   -1.99359   -2.97602   -2.97549   -2.9744
0.219442   -1.98768   -2.95254   -2.952   -2.95086
0.281768   -1.9798   -2.92135   -2.92079   -2.91962
0.343816   -1.96998   -2.88257   -2.88201   -2.8808
0.405525   -1.9582   -2.83637   -2.8358   -2.83456
0.466833   -1.9445   -2.78292   -2.78235   -2.78108
0.527681   -1.92888   -2.72244   -2.72186   -2.72057
0.588008   -1.91135   -2.65516   -2.65458   -2.65326
0.647755   -1.89194   -2.58135   -2.58076   -2.57943
0.706862   -1.87066   -2.50129   -2.50071   -2.49936
0.765272   -1.84753   -2.41532   -2.41474   -2.41337
0.822927   -1.82258   -2.32375   -2.32318   -2.3218
0.87977   -1.79583   -2.22697   -2.2264   -2.22502
0.935744   -1.76731   -2.12534   -2.12478   -2.1234
0.990795   -1.73705   -2.01928   -2.01872   -2.01734
1.04487   -1.70507   -1.90919   -1.90864   -1.90726
1.09791   -1.67141   -1.79551   -1.79498   -1.79361
1.14987   -1.6361   -1.67869   -1.67817   -1.67682
1.20069   -1.59917   -1.5592   -1.55869   -1.55735
1.25033   -1.56067   -1.4375   -1.43701   -1.43569
1.29874   -1.52062   -1.31407   -1.3136   -1.3123
1.34586   -1.47908   -1.18941   -1.18895   -1.18768
1.39165   -1.43608   -1.064   -1.06356   -1.06231
1.43608   -1.39165   -0.938336   -0.937919   -0.936701
1.47908   -1.34586   -0.812917   -0.812521   -0.811336
1.52062   -1.29874   -0.688237   -0.687863   -0.686715
1.56067   -1.25033   -0.564788   -0.564437   -0.563328
1.59917   -1.20069   -0.443058   -0.44273   -0.441662
1.6361   -1.14987   -0.323526   -0.323222   -0.322198
1.67141   -1.09791   -0.206665   -0.206385   -0.205407
1.70507   -1.04487   -0.0929361   -0.0926795   -0.0917496
1.73705   -0.990795   0.0172123   0.0174448   0.0183251
1.76731   -0.935744   0.123345   0.123554   0.124383
1.79583   -0.87977   0.225044   0.225228   0.226005
1.82258   -0.822927   0.321906   0.322068   0.322791
1.84753   -0.765272   0.413551   0.413689   0.414358
1.87066   -0.706862   0.499616   0.499732   0.500345
1.89194   -0.647755   0.579761   0.579856   0.580414
1.91135   -0.588008   0.653669   0.653744   0.654246
1.92888   -0.527681   0.72105   0.721107   0.721553
1.9445   -0.466833   0.781637   0.781676   0.782067
1.9582   -0.405525   0.835191   0.835215   0.83555
1.96998   -0.343816   0.8815   0.88151   0.881791
1.9798   -0.281768   0.920381   0.92038   0.920607
1.98768   -0.219442   0.95168   0.951672   0.951845
1.99359   -0.156899   0.975273   0.975261   0.975383
1.99753   -0.0942013   0.991067   0.991054   0.991126
1.99951   -0.0314108   0.998995   0.99899   0.999013
