x   y   cp calc   cp theor pol   cp theor cart
1.97815   0.207912   0.956344   0.956295   0.956773
1.89169   0.614648   0.6181   0.618034   0.622207
1.72256   0.994522   6.51933e-05   0   0.0109262
1.47815   1.33093   -0.790909   -0.790943   -0.771375
1.16913   1.60917   -1.61805   -1.61803   -1.58943
0.809017   1.81708   -2.33835   -2.33826   -2.30179
0.413545   1.94558   -2.82724   -2.82709   -2.78528
1.249e-16   1.98904   -3.00022   -3   -2.9563
-0.413545   1.94558   -2.82736   -2.82709   -2.78528
-0.809017   1.81708   -2.33857   -2.33826   -2.30179
-1.16913   1.60917   -1.61835   -1.61803   -1.58943
-1.47815   1.33093   -0.791253   -0.790943   -0.771375
-1.72256   0.994522   -0.000275198   2.22045e-16   0.0109262
-1.89169   0.614648   0.617827   0.618034   0.622207
-1.97815   0.207912   0.95621   0.956295   0.956773
-1.97815   -0.207912   0.956479   0.956449   0.956773
-1.89169   -0.614648   0.618586   0.61847   0.622207
-1.72256   -0.994522   0.00077441   0.000641854   0.0109262
-1.47815   -1.33093   -0.790118   -0.790206   -0.771375
-1.16913   -1.60917   -1.61734   -1.61733   -1.58943
-0.809017   -1.81708   -2.33786   -2.33771   -2.30179
-0.413545   -1.94558   -2.82709   -2.82679   -2.78528
-1.249e-15   -1.98904   -3.00044   -3   -2.9563
0.413545   -1.94558   -2.82792   -2.82739   -2.78528
0.809017   -1.81708   -2.33936   -2.33881   -2.30179
1.16913   -1.60917   -1.61924   -1.61874   -1.58943
1.47815   -1.33093   -0.792077   -0.79168   -0.771375
1.72256   -0.994522   -0.000891234   -0.000641992   0.0109262
1.89169   -0.614648   0.617498   0.617598   0.622207
1.97815   -0.207912   0.956132   0.956141   0.956773
