x   y   cp calc   cp theor pol   cp theor cart
-1.98999   -0.195996   0.961758   0.961715   0.961585
-1.98076   -0.273972   0.925166   0.925112   0.924939
-1.96847   -0.351525   0.876705   0.876639   0.87643
-1.95316   -0.428536   0.816671   0.816597   0.816357
-1.93483   -0.504886   0.745437   0.745354   0.74509
-1.91351   -0.580457   0.66344   0.663351   0.663069
-1.88925   -0.655134   0.571186   0.571093   0.570799
-1.86207   -0.7288   0.469244   0.469148   0.46885
-1.83202   -0.801343   0.358243   0.358146   0.357849
-1.79915   -0.87265   0.238866   0.23877   0.238482
-1.7635   -0.942612   0.111849   0.111757   0.111483
-1.72514   -1.01112   -0.0220235   -0.0221109   -0.0223633
-1.68411   -1.07807   -0.161927   -0.162007   -0.162232
-1.64049   -1.14336   -0.307   -0.307071   -0.307262
-1.59433   -1.20688   -0.456346   -0.456406   -0.456557
-1.54572   -1.26854   -0.609046   -0.609092   -0.609199
-1.49473   -1.32825   -0.764158   -0.764189   -0.764245
-1.44143   -1.38591   -0.920725   -0.92074   -0.92074
-1.38591   -1.44143   -1.07778   -1.07778   -1.07772
-1.32825   -1.49473   -1.23436   -1.23434   -1.23421
-1.26854   -1.54572   -1.3895   -1.38945   -1.38926
-1.20688   -1.59433   -1.54224   -1.54217   -1.5419
-1.14336   -1.64049   -1.69163   -1.69154   -1.6912
-1.07807   -1.68411   -1.83676   -1.83665   -1.83623
-1.01112   -1.72514   -1.97674   -1.9766   -1.97609
-0.942612   -1.7635   -2.1107   -2.11052   -2.10994
-0.87265   -1.79915   -2.23781   -2.23761   -2.23694
-0.801343   -1.83202   -2.35728   -2.35706   -2.35631
-0.7288   -1.86207   -2.4684   -2.46814   -2.46731
-0.655134   -1.88925   -2.57046   -2.57017   -2.56926
-0.580457   -1.91351   -2.66284   -2.66253   -2.66153
-0.504886   -1.93483   -2.74497   -2.74463   -2.74355
-0.428536   -1.95316   -2.81634   -2.81598   -2.81482
-0.351525   -1.96847   -2.87652   -2.87613   -2.87489
-0.273972   -1.98076   -2.92513   -2.92471   -2.9234
-0.195996   -1.98999   -2.96187   -2.96143   -2.96004
-0.117719   -1.99615   -2.98651   -2.98605   -2.9846
-0.0392598   -1.99923   -2.99891   -2.99843   -2.99692
0.0392598   -1.99923   -2.99899   -2.99849   -2.99692
0.117719   -1.99615   -2.98674   -2.98622   -2.9846
0.195996   -1.98999   -2.96225   -2.96172   -2.96004
0.273972   -1.98076   -2.92566   -2.92511   -2.9234
0.351525   -1.96847   -2.8772   -2.87664   -2.87489
0.428536   -1.95316   -2.81716   -2.8166   -2.81482
0.504886   -1.93483   -2.74593   -2.74535   -2.74355
0.580457   -1.91351   -2.66393   -2.66335   -2.66153
0.655134   -1.88925   -2.57167   -2.57109   -2.56926
0.7288   -1.86207   -2.46973   -2.46915   -2.46731
0.801343   -1.83202   -2.35872   -2.35815   -2.35631
0.87265   -1.79915   -2.23934   -2.23877   -2.23694
0.942612   -1.7635   -2.11232   -2.11176   -2.10994
1.01112   -1.72514   -1.97844   -1.97789   -1.97609
1.07807   -1.68411   -1.83853   -1.83799   -1.83623
1.14336   -1.64049   -1.69345   -1.69293   -1.6912
1.20688   -1.59433   -1.5441   -1.54359   -1.5419
1.26854   -1.54572   -1.39139   -1.39091   -1.38926
1.32825   -1.49473   -1.23627   -1.23581   -1.23421
1.38591   -1.44143   -1.0797   -1.07926   -1.07772
1.44143   -1.38591   -0.922635   -0.922221   -0.92074
1.49473   -1.32825   -0.766049   -0.765661   -0.764245
1.54572   -1.26854   -0.610907   -0.610546   -0.609199
1.59433   -1.20688   -0.458164   -0.457833   -0.456557
1.64049   -1.14336   -0.308764   -0.308461   -0.307262
1.68411   -1.07807   -0.163626   -0.163354   -0.162232
1.72514   -1.01112   -0.0236465   -0.0234043   -0.0223633
1.7635   -0.942612   0.110312   0.110524   0.111483
1.79915   -0.87265   0.237423   0.237606   0.238482
1.83202   -0.801343   0.356904   0.357057   0.357849
1.86207   -0.7288   0.468017   0.468142   0.46885
1.88925   -0.655134   0.570076   0.570175   0.570799
1.91351   -0.580457   0.662454   0.662527   0.663069
1.93483   -0.504886   0.744579   0.74463   0.74509
1.95316   -0.428536   0.815946   0.815976   0.816357
1.96847   -0.351525   0.876113   0.876126   0.87643
1.98076   -0.273972   0.92471   0.924709   0.924939
1.98999   -0.195996   0.961435   0.961426   0.961585
1.99615   -0.117719   0.986062   0.98605   0.986142
1.99923   -0.0392598   0.998435   0.998429   0.998459
